"","Artist","Track","Artist_no_featuring","artist_no_featuring_lower.x","artist_no_featuring_lower.y","track_lower_no_brackets.x","track_lower_no_brackets.y","track_lower_no_brackets_schar_ws.x","track_lower_no_brackets_schar_ws.y","artist mbid.x","artist mbid.y"
"41000","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41001","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41002","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41003","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41004","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41005","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41006","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41007","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41008","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41009","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41010","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41011","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41012","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41013","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41014","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41015","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41016","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41017","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41018","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41019","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41020","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41021","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41022","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41023","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41024","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41025","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life ","hardknocklife","hardknocklife","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41026","JAY-Z","Hard Knock Life (Ghetto Anthem)","JAY-Z","jay-z","jay-z","hard knock life ","hard knock life 1","hardknocklife","hardknocklife1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41027","JAY-Z","Hard Knock Life (Ghetto Anthem)","Jay-Z","jay-z","jay-z","hard knock life ","hard knock life 1","hardknocklife","hardknocklife1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41031","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41032","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41033","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41034","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41035","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41036","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41037","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41038","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41039","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41040","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41041","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41042","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41043","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41044","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41045","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41046","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love u ","ijustwannaloveu","ijustwannaloveu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41047","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love you","ijustwannaloveu","ijustwannaloveyou","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41048","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love you","ijustwannaloveu","ijustwannaloveyou","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41049","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna love you ","ijustwannaloveu","ijustwannaloveyou","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41050","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna love you ","ijustwannaloveu","ijustwannaloveyou","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41051","JAY-Z","I Just Wanna Love U (Give It 2 Me)","JAY-Z","jay-z","jay-z","i just wanna love u ","i just wanna luv u","ijustwannaloveu","ijustwannaluvu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41052","JAY-Z","I Just Wanna Love U (Give It 2 Me)","Jay-Z","jay-z","jay-z","i just wanna love u ","i just wanna luv u","ijustwannaloveu","ijustwannaluvu","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41108","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","i do","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41109","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","i do","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41110","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","i do ","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41111","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","i do ","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41112","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","i do ","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41113","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","i do ","izzo","ido","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41114","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","i.z.z.o.","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41115","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","i.z.z.o.","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41116","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41117","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41118","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41119","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41120","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41121","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41122","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41123","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41124","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41125","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41126","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41127","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41128","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41129","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41130","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41131","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41132","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41133","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41134","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41135","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41136","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41137","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41138","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41139","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41140","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41141","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41142","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41143","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41144","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41145","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo ","izzo","izzo","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41146","JAY-Z","Izzo (H.O.V.A.)","JAY-Z","jay-z","jay-z","izzo ","izzo 1","izzo","izzo1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41147","JAY-Z","Izzo (H.O.V.A.)","Jay-Z","jay-z","jay-z","izzo ","izzo 1","izzo","izzo1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41204","JAY-Z","Jigga","JAY-Z","jay-z","jay-z","jigga","jigga","jigga","jigga","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41205","JAY-Z","Jigga","Jay-Z","jay-z","jay-z","jigga","jigga","jigga","jigga","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41206","JAY-Z","Jigga","JAY-Z","jay-z","jay-z","jigga","jigga ","jigga","jigga","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41207","JAY-Z","Jigga","Jay-Z","jay-z","jay-z","jigga","jigga ","jigga","jigga","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41226","JAY-Z","Jigga My N****","JAY-Z","jay-z","jay-z","jigga my n****","jigga my n....","jiggamyn","jiggamyn","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41227","JAY-Z","Jigga My N****","Jay-Z","jay-z","jay-z","jigga my n****","jigga my n....","jiggamyn","jiggamyn","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41228","JAY-Z","Jigga My N****","JAY-Z","jay-z","jay-z","jigga my n****","jigga my n**** ","jiggamyn","jiggamyn","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41229","JAY-Z","Jigga My N****","Jay-Z","jay-z","jay-z","jigga my n****","jigga my n**** ","jiggamyn","jiggamyn","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41242","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41243","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","Jay-Z","jay-z","jay-z","can i get a...","can i get a","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41244","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41245","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","Jay-Z","jay-z","jay-z","can i get a...","can i get a","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41246","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a 1","canigeta","canigeta1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41247","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","Jay-Z","jay-z","jay-z","can i get a...","can i get a 1","canigeta","canigeta1","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41248","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a..","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41249","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","Jay-Z","jay-z","jay-z","can i get a...","can i get a..","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41250","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a...","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41251","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","Jay-Z","jay-z","jay-z","can i get a...","can i get a...","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
"41252","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Can I Get A...","JAY-Z","jay-z","jay-z","can i get a...","can i get a…","canigeta","canigeta","f82bcf78-5b69-4622-a5ef-73800768d9ac","f82bcf78-5b69-4622-a5ef-73800768d9ac"
